timestamp,fixed,have_playdate,have_ordered
7/19/2022 15:57:11,pullfrog,True,True
7/19/2022 16:27:48,,False,True
7/19/2022 17:30:32,,False,True
7/20/2022 1:09:37,,False,False
7/20/2022 8:23:23,,False,True
7/20/2022 10:29:13,wastebraver tiny survival tale,False,True
7/20/2022 11:05:18,,True,True
7/20/2022 11:15:23,mars after midnight,False,True
7/20/2022 13:13:10,wastebraver tiny survival tale,True,True
7/20/2022 13:48:21,,True,True
7/20/2022 14:48:14,mars after midnight,False,True
7/20/2022 14:57:54,mars after midnight,True,True
7/20/2022 15:32:23,,True,True
7/20/2022 16:27:10,,False,True
7/20/2022 19:33:41,,False,True
7/20/2022 22:05:03,,False,True
7/20/2022 22:41:41,wastebraver tiny survival tale,True,True
7/21/2022 1:13:09,,True,True
7/21/2022 3:49:30,,False,False
7/21/2022 5:07:36,other,True,True
7/21/2022 5:16:57,,False,True
7/21/2022 5:20:47,voyage,True,True
7/21/2022 6:18:14,mars after midnight,True,True
7/21/2022 11:58:56,,False,True
7/21/2022 12:07:55,,False,True
7/21/2022 12:49:47,bloom,False,True
7/21/2022 15:45:36,,True,True
7/21/2022 16:15:57,,False,True
7/21/2022 17:07:05,wastebraver tiny survival tale,True,True
7/21/2022 17:07:29,,True,True
7/22/2022 0:28:58,daily driver,False,True
7/22/2022 15:45:29,wastebraver tiny survival tale,True,True
7/23/2022 3:22:20,mars after midnight,True,True
7/23/2022 3:40:29,,False,False
7/23/2022 8:28:53,,True,True
7/23/2022 11:49:38,mars after midnight,False,True
7/23/2022 13:11:50,,False,False
7/24/2022 4:52:13,,False,True
7/24/2022 6:16:02,,True,True
7/24/2022 6:38:54,,False,True
7/24/2022 15:38:39,wastebraver tiny survival tale,True,True
7/25/2022 2:04:56,,False,True
7/25/2022 23:38:19,,True,True
7/25/2022 23:49:15,,True,True
7/26/2022 9:18:09,wastebraver tiny survival tale,False,False
7/26/2022 16:23:33,,True,True
